Company,City,Name,Date,Review
Генерал,RND,Полонский Михаил,23 ноября 2020,Отличная компания. Работаю с ними 5 лет. Отзывы только положительные. Профессионалы.
Генерал,RND,Katherina Bertrandt,22 декабря 2019,"Организация, сотрудники которой, не знают, какой объект они охраняют, при срабатывании датчиков, безконечно и утром и ночью звонят соседям, при этом сотрудники не представляются. Уважаемые, вы ЗАДОЛБАЛИ!!!! Кстати квитанции, регулярно уходят в мусор"
Генерал,RND,Кирилл К.,11 апреля 2020,"Работаю в Генерале 3 года, не знаю почему, не которым нашим клиентам не нравится наше обслуживание, но по моему мнению мы работаем, надежна и эффективно!"
Генерал,RND,Татьяна ...,12 сентября,Очень надежное агентство.
Генерал,RND,Александр Копий,10 апреля,Лучшее Охраное Предприятие Ростовской области.
Генерал,RND,Сергей Ж.,22 октября 2019,"Организация где всем пос....ть что происходит вокруг, лучше бы следили за своим персоналом. Не удобное расположение! Не советую обращаться к ним."
Генерал,RND,Сергей Б.,20 февраля,"Не дозвонится до операторов, в трудной ситуации нет от них помощи."
Генерал,RND,Алексей Слепов,31 июля 2020,ТАм служат не адекватные сотрудники которые могут кинутся дратся на 8 летнего пацана или на женшину
Генерал,RND,Игорь Пропастин,1 марта 2020,"Маленькая зарплата, большая текучка кадров. Соответственно и качество работы на низком уровне. Как платят, так и работают..."
Генерал,RND,Александр М.,8 июня 2019,Организация занимается оказанием охранных услуг. Все на должном уровне. Самая мощная организация в городе. Качество и приемлемые цены.
Генерал,RND,Антон Г.,7 февраля 2020,"Лучшая охрана Ростова, отдельное спасибо начальнику тех. направления - Быкадоровой Яне!!!"
Генерал,RND,Надежда М.,3 ноября 2020,Дозвониться не возможно! Договор расторгнуть тоже проблематично!
Генерал,RND,Марина,2 декабря 2019,"Работаем с компанией более 5 лет. Быстро, качественно, надёжно"
Генерал,RND,Алекс Дроид,29 марта 2020,"Зарплата недостаточна, а охранников нужно менять, много клоунов, безответственных."
Генерал,RND,Егор С.,14 мая 2019,"Отвратительный ЧОП! Люди с улицы в охране. Должностные инструкции не соблюдаются. По факту кражи с объекта - ответственности ни какой не несут, на претензии не отвечают - диалог заканчивается. Так что, если вам нужна охрана забора, то вам сюда, а если реальная ответственность и порядок, то ищете другую организацию)"
Генерал,RND,Дарья Ч.,4 октября 2019,Лучшая компания. Самая лучшая охрана здесь.
Генерал,RND,Владимир Розов,7 ноября 2019,Платили бы больше вообще цены бы им не было!
Генерал,RND,Анна Т.,19 апреля 2020,Надёжная компания
Генерал,RND,Сергей Т.,17 апреля 2020,Простыми  словами  хорошая и надёжная   фирма.
Генерал,RND,1 2,25 декабря 2020,Типичные сикюриты.
Генерал,RND,Иван,13 января 2019,Лучшая охранная фирма в городе
Генерал,RND,Наталья Г.,4 декабря 2018,"достали, вся улица забита машинами их клиентов, на претензию отвечают, что не запрещено- то можно"
Генерал,RND,dradlock dradlock,20 сентября 2019,Не рекомендую
Генерал,RND,Антонина,1 апреля 2019,надежная компания
Генерал,RND,k.koskova,31 июля 2015,"Компания Генерал повысила свой профессиональный инженерный уровень с приходом нового руководителя Инженерной службы. Вихлянцева Р .В .  и его команды техников.
Качество и надежность нашей охранной сигнализации  на уровне служб быстрого реагирования."
Генерал,RND,Asker B.,26 декабря 2018,Серьезная организация.
ОП СпецОхрана,RND,Paramonov,25 июня,Надежная охрана. Мы довольны.
Виртус,RND,Сэрго,8 сентября,Лучшее Охранное предприятие в Ростове и области
Виртус,RND,Александр Рожнов,12 апреля 2020,"Самое лучшее охранное агентство,мы подключили свой дом под их охрану и радуемся"
Виртус,RND,Борис Карбовский,2 января 2020,Отличная команда.
Виртус,RND,Андрей Решетов,24 декабря 2020,Команда супер
Виртус,RND,Sergey Skleyrov,21 ноября 2019,Честно работают
Виртус,RND,Анонимный отзыв,6 октября 2016,Отвратительная компания. Работают плохо. Своих работников обманывают. Трудовой кодекс не соблюдают. Администрация юридически безграмотная и безалаберная.
Гладиатор,RND,Петр Запорожец,16 июля,"Охранников  на теннисном корте Гедон надо учить общению с посетителями, представляться охранник не захотел, сказал зовут «Вася», 100 слов в минуту…"
Гладиатор,RND,Александр Хайн,20 марта 2018,"Отличное предприятие,профессиональное руководство,100% позитив"
Ягуар,RND,арина к.,29 декабря 2019,"Долго уже сотрудничаем с Охранным агенством! Все нравится, советуем!"
Ягуар,RND,ms.mozgoeb,22 ноября 2019,"Отлично подошли к моим требованиям, спасибо!!!"
Ягуар,RND,Федор М.,26 марта 2020,Отлично выполняют свою работу.
Ягуар,RND,Горожанин,15 марта 2020,Прекрасный руководящий состав.
Легион,RND,usovnik@stroydomrs.ru,8 июня 2020,"Информация о компании расходится с реальностью, о профессионализьме вообще говорить не стоит потому как нет его.
Сегодня меня отказались заправлять мотивируя отсутствием маски я маску то надел а вот охранник нет и еще расказывал как такие как мы недают работать. повсей виимости человек устал от работы и не готов выполнять свои обязанности."
Легион,RND,ohrane,15 сентября 2019,Физические охрану представляет
Карат,RND,Алексей Тищенко,3 августа,"Ой ну самое главное красивое здание, внутири расположены охранное предприятие и монтажная организация работает с МЧС по пожарным сигнализациям"
Карат,RND,Алексей Тендеткин,30 сентября,Отличное здание и классные люди
Карат,RND,Александр Б.,26 июня,"]орошие специалисты, рекомендую."
Карат,RND,Виталий В.,29 февраля 2020,Организация профессионалов. Специалисты ответят на все вопросы любой сферы безопасности.
Карат,RND,Евгений Г.,24 февраля 2020,Сдавал атестацию. Все отлично.
Карат,RND,Николай Зеленский,26 января 2020,Очень хорошо и быстро работают👍
Карат,RND,Анастасья,5 сентября 2019,"Хорошая, честная компания. Предоставляет услуги по физической охране"
Карат,RND,Артур Алиев,1 апреля 2020,Уметь лучше разбираться в людях.
Нева,RND,Анастасия Огнева,3 декабря 2020,"Отвратительный сервис.
Ненадёжно.
Если у вас проблемы с интернетом,причём здесь ваши клиенты.
На охрану объект не ставится, на линию не дозвониться ,тревожная кнопка не работает.
Это просто издевательство.
Будем расторгать отношения."
Нева,RND,Игорь,10 октября,"Недо охрана) охраняют на бумаге. Приезжают дедушки в засаленной грязной форме, не понятно кто кого охранять должен)"
Нева,RND,BV p.,23 ноября 2020,"не могут починить шлейф 3 недели, объект без охраны, работают плохо"
Нева,RND,Сергей Т.,27 ноября 2019,Отличная охранная фирма. Быстро приезжают .
Нева,RND,Степан Котов,9 июня 2020,Так себе
Нева,RND,Дмитрий Х.,2 декабря 2018,Мощная охрана!!! особенно центр
АН-СекьюритиЮг,RND,Mitj Mitj,1 октября,"При трудоустройстве в охранное предприятие - ИГНАРИРУЮТ УДОСТОВЕРЕНИЕ ЧАСТНОГО ОХРАННИКА, НАРУШАЮТ ЗАКОНЫ ОХРАННОЙ ДЕТЕКТИВНОЙ ДЕятельности, ссылаются ""на какую-то службу безопасности"" ,куда попадают тоже далеко не профессионалы , а случайные люди по знакомству,которые кроме пакостей ничего ни делают,отрабатыват исключительно ""свою корюшку хлеба""-БЕЗДУМНО!!!!! И бороться с этой МЕРЗОСТЬЮ БЕССПОЛЕЗНО!!!!когда переписывают и проводят проверки, и это при наличии Удостоверения Частного Охранника прошедшего переводческую проверку и при наличии всех документов согластно класстности, и после чего отказывают в работе,боясь за свою работу что его подсидят и то что есть намного умнее и грамотнее люди,которые прошли с самых низов,и знает как трудно доказывать свою правоту в выживании в этой структуре,кого Вы набираете и кому Вы отказываете-ВЫ ХОТЬ ЗАДУМЫВАЕТЕСЬ,Граждане работодатели ,Бизнесмены!!!!!!"
АН-СекьюритиЮг,RND,Андрей ***,25 июля,"Наш Ростовский филиал!
Серьёзная компания!"
АН-СекьюритиЮг,RND,_Lemon4ik,25 августа 2020,"Организация хорошая, стабильная з/п. Дружный коллектив"
АН-СекьюритиЮг,RND,бадави и.,7 ноября 2020,Отличная охранная организация
АН-СекьюритиЮг,RND,Анонимный отзыв,20 апреля 2013,"Наша фирма периодически устраивает для своих сотрудников  выездные обучающие семинары. Как правило, для этого руководство снимает помещения на разных базах отдыха или санаториях Лен. области. И уже не раз на эти выездные мероприятия мы приглашаем сотрудников Ан-Секьюрити для обеспечения безопасности. Сотрудники этого охранного агентства ни разу не вызвали нарекания в свой адрес. Такое впечатление, что в Ан-Секьюрити есть некий поведенческий кодекс, плюс профессионализм. На самом деле это редкость, к сожалению, в нашей стране сложился некий стереотип охранника, и этот стереотип далеко не со знаком плюс. Сотрудники Альфа-Норд этот стереотип ломают. Вежливость, компетентность, грамотность и выверенность действий, высокий профессионализм, так бы я охарактеризовала этих охранников. 
Удачи и процветания этому охранному агентству, пусть охраняют нас как можно дольше. И не разочаровывают))"
АН-СекьюритиЮг,RND,Анонимный отзыв,1 марта 2013,"Осенью 2011-го поставили через Ан-секьюрити  на охранку дом в пригороде. Смешно ли - но уже весной нам отловили мелкого домушника-алкаша, который пытался залезть в дом через окна второго этажа (когда приехали плечистые мужики, бедняга так перепугался, что чуть шею не сломал).
Но это был единственный раз. Честно говоря - возможно, он бы и не украл ничего в силу криворукости. Может быть, соседи бы заметили раньше. Не знаю. Но спать с тех пор мы стали лучше.
Из явных плюсов - в комплекте есть (по желанию, разумеется) еще и пожарная охрана. ТАк что если на даче оставляете каких-нибудь дряхлеющих маразматиков, есть шанс, что не потушенная сигарета все-таки не станет причиной трагедии. Эту систему, по счастью, проверять не приходилось ;) (тьфу-тьфу-тьфу).
В целом от фирмы впечатление позитивное."
Охранное предприятие Заслон,RND,dima s.,12 января,Очень плохое отношение к сотрудникам! Своя схема обмана!
Охранное предприятие Заслон,RND,DETOX,8 февраля 2020,Очень профессионально выполняют свою работу
Охранное предприятие Заслон,RND,⠀⠀,25 января,"Работал когда то , ничего хорошего сказать не могу."
Охранное предприятие Заслон,RND,Андрей Новиков,6 марта 2020,Не рекомендую
Авангард,RND,Vano G.,31 августа 2020,Охранной своего дома очень доволен. Дежурный всегда на связи.
Авангард,RND,Ольга Самойленко,1 июня 2020,Вечно понаставят машин. Школьникам негде пройти
Авангард,RND,Вячеслав Хавренко,19 июня 2020,Лучшее охранное агенство
Авангард,RND,Макс,3 апреля 2020,Отличное Агентство
Авангард,RND,Grisha Belousov,7 августа 2019,Охранное агенство которое работает
Авангард,RND,елена деркунская,2 ноября 2019,Хороший Чоп!
Сатурн-Юг,RND,Татьяна Каратунова,13 мая,"Расположенно напротив моего дома.чистое,ухоженное,приветливые люди,пользуется спросом."
Сатурн-Юг,RND,Павел Х.,26 марта,Конченая контора. Не рекомендую!
Сатурн-Юг,RND,Alex S.,21 апреля 2020,"Что оно есть,что его нет.."
Сатурн-Юг,RND,Алексей Волков,20 октября 2019,Надежная организация
"Центр охраны объектов промышленности ФГУП Охрана Росгвардии, управление по ЮФО",RND,Андрей Куненков,10 июля 2019,Всё хорошо
Эскалибур,RND,Сергей Божинов,21 августа 2020,Отличная организация
"Филиал ФГП ВО ЖДТ России на СКЖД, Ростовский отряд",RND,extrassence,28 декабря 2019,"Работать там хорошо, только платят мало. Зато дружный коллектив, все по белому, профсоюз, путевки, все дела."
"Филиал ФГП ВО ЖДТ России на СКЖД, Ростовский отряд",RND,Лубрикойл Шахты,27 января 2020,Чилят на шее толку мало
Славутич,RND,Оксана Юдина,14 февраля 2020,"Надёжный партнёр. Очень ответственно относится к своим обязанностям по охране объектов. Предоставляет работу для людей предпенсионного и пенсионного возраста. Администрация ""Славутича"" помогает сотрудникам в получении лицензии частного охранника."
Славутич,RND,Владимир Демченко,1 августа 2020,Вежливое отношение к клиентам. Рекомендую!
Филиал ФГУП Охрана Росгвардии по Ростовской области,RND,Виктория Поточинская,28 февраля,Днём и ночью на страже.Умнички ребята!!!
Филиал ФГУП Охрана Росгвардии по Ростовской области,RND,Герман Иванов,21 июня 2019,"Отличная Организация,прекрасные руководители и многое многое хорошего"
Филиал ФГУП Охрана Росгвардии по Ростовской области,RND,Александр Александрович,6 февраля 2020,"Не соблюдают пдд, ведут себя грубо и агрессивно"
Филиал ФГУП Охрана Росгвардии по Ростовской области,RND,Григорий Г.,9 марта 2020,Нет парковки для посетителей
Филиал ФГУП Охрана Росгвардии по Ростовской области,RND,Александр Фураев,11 декабря 2019,Конченая контора.
Филиал ФГУП Охрана Росгвардии по Ростовской области,RND,Илларион егоров,1 декабря 2019,Вежливые люди
161 Легион,RND,Андрей М.,7 ноября 2019,"Отличная организация,спасибо"
Орион 5,RND,Gohsa,3 февраля,"Люди которые работают здесь, стонут от издевательств со стороны начальника Фараона... Не подходит близко к этому вигваму..."
Орион 5,RND,Константин Ваганов,17 марта 2020,Необращайтесь в данное предприятие это кидалово а также фараон людей кидают на деньги работников держут за рабов.обещают одну зарплату плятят намного ниже.несоветую.обходите стороной мечникова59/1
Группа компаний Грант-Секьюрити,RND,герр Вовик,3 апреля 2020,"Был момент,когда пришлось поработать в данный организации ,сначало всё было относительно хорошо,но после смены начальника охраны пришел другой,он,соответственно,привел своих людей,и теперь особо хочу отметить одного инспектора -Шаламов Вячеслав Игоревич.Этот не совсем честный в прошлом мент,кидает охранников на деньги,обещает одно,а по сути просто крысит деньги,постоянно кормит ""заатраками"",но итог один-денег не выплачивают!!!
Если вам дорого время и нервы-категорически не рекомендую данное охранное предприятие!!!"
Группа компаний Грант-Секьюрити,RND,Яна А.,23 марта 2020,Отличная компания! Делали пожарную сигнализацию и охрану на моем объекте! Сотрудники квалифицированные! Сделали все быстро и качественно!
Группа компаний Грант-Секьюрити,RND,Александр Н.,20 мая,Ужасное воспитание сотрудников и не профессионализм
Группа компаний Грант-Секьюрити,RND,Подрыв У.,12 февраля 2020,"собственник, тот которого Серго зовут, кинул на всю премиальную часть зп, за 3 месяца, целую кучу народа. Отношение к людям, как к скоту"
Группа компаний Грант-Секьюрити,RND,Алексей,4 июня 2020,"Являюсь клиентом данной организации давно, охраной доволен."
Группа компаний Грант-Секьюрити,RND,Анонимный отзыв,24 июля 2020,Шарашка с клоунами....
АО РТ-Охрана,RND,Сергей Туливетров,10 июля,"Достойная и серьезная организация. Грамотный руководитель подразделения, хороший коллектив, понимающий важность возложенных на него обязанностей."
АО РТ-Охрана,RND,Владимир Ф.,26 сентября 2020,"Ростовский филиал АО «РТ-Охрана», работают в четырёх регионах страны. Ведомственная охрана госкорпорации Ростех."
"Филиал ФГП ВО ЖДТ России на СКЖД, Ростовский отряд",RND,Андрей Климов,1 апреля 2020,"Охраняют рельсы и шпалы, отличные ребята. Рекомендую!!!"
"Филиал ФГП ВО ЖДТ России на СКЖД, Ростовский отряд",RND,вера шевченко,21 июля 2020,"Хорошего мало, работала знаю"
"Филиал ФГП ВО ЖДТ России на СКЖД, Ростовский отряд",RND,Игорь Смирнов,3 июня 2020,Меньше дней для дистанционной работы
"Филиал ФГП ВО ЖДТ России на СКЖД, Ростовский отряд",RND,Юльча Ю.,20 августа 2020,Так себе.
