Company,City,Name,Date,Review
Собос,SARAT,Алексей Ку.,5 мая,"бандформирование под надписью ЧОП, их гопота плевала на законы и нарывается на грубость. ЧТоб не быть голословным ссылка на видео https://www.youtube.com/watch?v=lCXAA6B2Y3o"
Собос,SARAT,аполлон олимпийский,25 сентября 2020,"Люди для них расходный материал,средства на которых они зарабатывают. Платят копейки,зато зарабатывают на людях огромные деньги. Используют ситуацию с короновирусом чтобы дистанцироватся от работников и тормозить оплату. Незаконно штрафуют. Люди для них скот не более того. Совершают преступления и друг друга покрывают особенно в Собос-Газ"
Собос,SARAT,Andrewt64,11 ноября 2020,"Сложилось впечатление что люди не люди для руководителей. Нормально без задержек платили только первые полгода потом начались задержки. Ладно б получали бы как в мск по 30+к р, так получаем меньше минималка и то с задержками и без авансов. Забыл что такое аванс и отпуск благодаря этой конторке"
Собос,SARAT,Y,4 августа,Околевает очередная саратовская помойка
Собос,SARAT,Дмитрий В.,24 марта 2020,"Очень много организаций.Работу найти можно,но очень дешёвая работа и деньги вовремя не отдают многие"
Собос,SARAT,Denis Savin,3 марта 2020,Работают настоящие профессионалы!
Собос,SARAT,Дед Парамон,8 апреля 2020,Серьезная организация
Тех-защита,SARAT,Василий С.,12 января 2020,"Самое лучшее охранное предприятие на территории Саратовской области. Грамотные технические специалисты, имеющие огромный опыт работы, обеспечат качественные услуги охраны объектов, квартир и коттеджей, расположенных не только в г.Саратове и Энгельсе, но и на всей территории Саратовской области."
Тех-защита,SARAT,radiys-s,3 февраля,"Лучшая организация, в ассоциации ""Собос-русь"""
Тех-защита,SARAT,Andrey S.,3 апреля 2020,Хорошая организация
Приоритет-Св,SARAT,Алла Скрябина,14 августа,"Вы когда набираете сотрудников, то как то тестируете их или лишь бы кого взять? Неоднократно столкнулись с непрофессионализмом, хамством, быдлячеством вашей сотрудницы! В учебном заведении ходит в серебряной обуви стриптизерш, всем ""тыкает"", хамит, орёт. Ген. Дир не меньше! Маргинальные личности не должны работать в учебных заведениях!"
Приоритет-Св,SARAT,Виктор Евстигнеев,16 февраля 2018,Не серьезная организация.
Радон-С,SARAT,Мария Иванова,21 октября 2020,"Сотрудницы охранного агентства Радон-С пенсионного возраста (или женщины за 50) отличаются хамством и публичными оскорблениями. Не выполняют или превышают свои полномочия. Позволяют себе неуместные комментарии в адрес проходящих, не имеющие к их работе никакого отношения. В общем, такая работа - отличный способ для таких бабулек развлечься на рабочем месте, давая проходящим свои ""мудрые"", ненужные никому советы."
Радон-С,SARAT,Дмитрий Русанов,14 февраля,"Поработал одну смену не понравилось.За смену деньги не отдали ,по"" мужицки"" поступают.Ощущение,что тебя вообще не слышат,когда объясняешь какой объект хочешь."
Радон-С,SARAT,Ольга Пенькова,4 апреля 2020,рекомендую пенсионерам как доход к пенсии
Радон-С,SARAT,Олег Алексеев,15 февраля 2020,Крупное  охранное предприятие.
Радон-С,SARAT,Марина,23 июля 2019,Отличная команда
Лион-Альянс,SARAT,Галина @@@@,19 октября 2020,"По зарплате постоянно задержки. Сегодня 19 октября, до сих пор нет зарплаты за август. Директор только обещает сегодня-завтра"
Лион-Альянс,SARAT,Владимир Сафьянов,10 сентября,Охранное предприятие. ГБР.
ЧОП Гарант-Саратов,SARAT,Воротников Сергей,3 мая,Лучшее охранное предприятие в городе.
ЧОП Гарант-Саратов,SARAT,@@@ @@@,12 января,Серьёзная организация... ответственный подход к работе.
ЧОП Гарант-Саратов,SARAT,Александр Л.,13 июля 2020,Профессионалы!!!✊✊✊в конторе работают нормальные люди!
ЧОП Гарант-Саратов,SARAT,$,26 декабря 2020,"Не платят ни кому, кидают."
ЧОП Стелс,SARAT,aadimitryk,4 января 2020,Под охраной ЧОП находится не мало объектов. География - вся Саратовская область.
Саратовский отряд ведомственной охраны,SARAT,АЛЕКСЕЙ К.,30 октября 2020,Отстойник для пенсионеров.
Саратовский отряд ведомственной охраны,SARAT,Светлана Бугаева,29 ноября 2020,Слишком низкие зарплаты
Филиал ФГУП Охрана Росгвардии по Саратовской области,SARAT,Дмитрий Я.,29 октября 2019,"Бюрократия наше всё, а в остальном нормально."
Филиал ФГУП Охрана Росгвардии по Саратовской области,SARAT,Анонимный отзыв,10 июня 2020,Так вот где они прячутся.
Соломон,SARAT,BannerSvet,29 ноября 2020,Хорошая автостоянка. Украшает её ели в доль территории
Соломон,SARAT,Александр Косенко,13 июля 2020,Хорошо делают шиномонтаж
Соломон,SARAT,Анонимный отзыв,8 ноября 2016,"Работают быстро, качественно без задержек.
Остались довольны."
Соломон,SARAT,Сергей,22 ноября 2018,Хороший шиномонтаж.
ФГП ВО ЖДТ РФ,SARAT,Светлана Бугаева,29 ноября 2020,Слишком низкие зарплаты
